ID,burden,pred_hypothesis,nn_train_class,nn_jaccard,is_twin,twin_raw,pred_pre17
TEST_1334,9,OV,GBMLGG,0.5,False,,SARC
TEST_1335,14,OV,BLCA,0.4,False,,OV
TEST_1336,34,COAD,COAD,0.30769232,False,,COAD
TEST_1337,295,STES,UCEC,0.25570777,False,,STES
TEST_1338,5,BRCA,PRAD,0.4,False,,PRAD
TEST_1339,42,STES,OV,0.23809524,False,,STES
TEST_1340,7,GBMLGG,BRCA,0.5,False,,SARC
TEST_1341,414,COAD,UCEC,0.30660376,False,,COAD
TEST_1342,458,STES,PAAD,0.3754386,False,,STES
TEST_1343,66,HNSC,COAD,0.175,False,,HNSC
TEST_1344,21,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1345,56,LIHC,COAD,0.18518518,False,,HNSC
TEST_1346,24,KIPAN,GBMLGG,0.33333334,False,,KIPAN
TEST_1347,4,PRAD,THCA,1.0,False,,PRAD
TEST_1348,3,LAML,KIPAN,0.0,False,,LAML
TEST_1349,13,KIPAN,PCPG,0.25,False,,KIPAN
TEST_1350,48,STES,KIPAN,0.2,False,,STES
TEST_1351,276,STES,CESC,0.24647887,False,,STES
TEST_1352,126,STES,BRCA,0.1891892,False,,STES
TEST_1353,43,LUSC,LIHC,0.2631579,False,,LUSC
TEST_1354,26,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1355,33,LIHC,LIHC,0.18181819,False,,LUSC
TEST_1356,43,COAD,BLCA,0.21875,False,,COAD
TEST_1357,48,STES,BLCA,0.18518518,False,,STES
TEST_1358,4,BRCA,BRCA,0.5,False,,SARC
TEST_1359,29,KIPAN,HNSC,0.22222222,False,,KIPAN
TEST_1360,14,KIPAN,CESC,0.2857143,False,,KIRC
TEST_1361,12,BRCA,BRCA,1.0,False,,BRCA
TEST_1362,9,BRCA,PCPG,1.0,False,,BRCA
TEST_1363,258,STES,SKCM,0.2173913,False,,STES
TEST_1364,13,PRAD,GBMLGG,0.33333334,False,,PRAD
TEST_1365,5,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1366,261,SKCM,SKCM,0.31176472,False,,SKCM
TEST_1367,24,BLCA,GBMLGG,0.26666668,False,,STES
TEST_1368,16,KIPAN,PCPG,0.25,False,,KIPAN
TEST_1369,18,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1370,51,STES,STES,0.23076923,False,,STES
TEST_1371,8,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1372,44,COAD,LUSC,0.18518518,False,,LUAD
TEST_1373,57,STES,STES,0.23076923,False,,STES
TEST_1374,521,COAD,PAAD,0.4160839,False,,COAD
TEST_1375,65,LUAD,LUSC,0.2,False,,LUAD
TEST_1376,30,BRCA,BRCA,0.3,False,,CESC
TEST_1377,6,BRCA,KIPAN,0.33333334,False,,PRAD
TEST_1378,12,TGCT,LAML,0.5,False,,TGCT
TEST_1379,61,STES,COAD,0.22222222,False,,BLCA
TEST_1380,15,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1381,70,BRCA,LUSC,0.17857143,False,,LUAD
TEST_1382,65,BLCA,STES,0.15384616,False,,BLCA
TEST_1383,4,LGG,LGG,1.0,True,GBMLGG,LGG
TEST_1384,4,THCA,THCA,0.5,False,,THCA
TEST_1385,48,STES,STES,0.22222222,False,,STES
TEST_1386,34,LUAD,LUSC,0.22580644,False,,LUAD
TEST_1387,25,LUAD,PRAD,0.33333334,False,,CESC
TEST_1388,2,THCA,THCA,1.0,False,,THCA
TEST_1389,67,STES,LUSC,0.19444445,False,,LUSC
TEST_1390,2,LAML,KIPAN,0.0,False,,LAML
TEST_1391,4,THCA,THCA,1.0,False,,THCA
TEST_1392,109,SKCM,SKCM,0.19607843,False,,SKCM
TEST_1393,21,TGCT,TGCT,0.15789473,False,,KIPAN
TEST_1394,12,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1395,9,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1396,173,COAD,COAD,0.18644068,False,,COAD
TEST_1397,6,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1398,91,LUSC,BLCA,0.17948718,False,,LUSC
TEST_1399,11,GBMLGG,LGG,0.6,False,,LGG
TEST_1400,17,KIPAN,KIPAN,0.2857143,False,,SARC
TEST_1401,55,UCEC,SKCM,0.17741935,False,,UCEC
TEST_1402,27,ACC,LIHC,0.25,False,,ACC
TEST_1403,33,STES,OV,0.3,False,,STES
TEST_1404,42,SKCM,SKCM,0.42857143,False,,SKCM
TEST_1405,198,LUAD,STES,0.22413793,False,,LUAD
TEST_1406,52,STES,OV,0.22727273,False,,STES
TEST_1407,24,BRCA,LIHC,0.2,False,,LIHC
TEST_1408,1,KIPAN,KIPAN,1.0,False,,KIRC
TEST_1409,980,STES,UCEC,0.64102566,False,,STES
TEST_1410,10,SARC,LUAD,0.4,False,,SARC
TEST_1411,7,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1412,21,TGCT,HNSC,0.22222222,False,,TGCT
TEST_1413,13,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1414,49,STES,HNSC,0.2,False,,STES
TEST_1415,58,STES,HNSC,0.18421052,False,,STES
TEST_1416,36,DLBC,GBMLGG,0.42857143,False,,DLBC
TEST_1417,50,STES,KIRC,0.16666667,False,,STES
TEST_1418,10,SARC,SARC,0.6666667,False,,SARC
TEST_1419,25,LIHC,LIHC,0.375,False,,LIHC
TEST_1420,44,STES,COAD,0.23076923,False,,STES
TEST_1421,7,LGG,LGG,0.6,False,,LGG
TEST_1422,76,STES,SKCM,0.16666667,False,,STES
TEST_1423,30,LUAD,STES,0.27272728,False,,LUAD
TEST_1424,23,GBMLGG,GBMLGG,0.25,False,,GBMLGG
TEST_1425,40,STES,LUAD,0.25,False,,STES
TEST_1426,1,KIPAN,KIPAN,1.0,False,,KIRC
TEST_1427,51,LIHC,DLBC,0.2173913,False,,LIHC
TEST_1428,11,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1429,48,LUSC,COAD,0.18518518,False,,LUSC
TEST_1430,44,BLCA,PCPG,0.22222222,False,,BLCA
TEST_1431,69,STES,LUSC,0.2,False,,STES
TEST_1432,1256,UCEC,PAAD,0.6494845,False,,UCEC
TEST_1433,5,OV,OV,0.6666667,False,,OV
TEST_1434,59,LUAD,LUAD,0.21052632,False,,BLCA
TEST_1435,6,BRCA,KIPAN,0.33333334,False,,SARC
TEST_1436,3,BRCA,BRCA,1.0,False,,BRCA
TEST_1437,1,LAML,KIPAN,0.0,False,,LAML
TEST_1438,88,SKCM,STES,0.1724138,False,,SKCM
TEST_1439,45,STES,SKCM,0.23076923,False,,STES
TEST_1440,45,LUAD,STES,0.33333334,False,,LUAD
TEST_1441,1482,UCEC,PAAD,0.7113402,False,,UCEC
TEST_1442,25,STES,KIPAN,1.0,False,,STES
TEST_1443,15,BRCA,UCEC,0.4,False,,BRCA
TEST_1444,20,GBMLGG,CESC,0.27272728,False,,KIPAN
TEST_1445,43,STES,COAD,0.25,False,,STES
TEST_1446,70,BLCA,LUSC,0.14705883,False,,BLCA
TEST_1447,5,THCA,THCA,1.0,False,,THCA
TEST_1448,58,STES,HNSC,0.2,False,,STES
TEST_1449,48,STES,STES,0.26086956,False,,STES
TEST_1450,43,LUSC,TGCT,0.2,False,,LUSC
TEST_1451,48,STES,BRCA,0.1923077,False,,STES
TEST_1452,60,STES,BLCA,0.16666667,False,,STES
TEST_1453,54,COAD,COAD,0.20689656,False,,STES
TEST_1454,14,BRCA,UCEC,0.6666667,False,,BRCA
TEST_1455,38,KIPAN,KIRC,0.16666667,False,,KIPAN
TEST_1456,45,LIHC,COAD,0.2,False,,LIHC
TEST_1457,15,BRCA,BRCA,0.5,False,,BRCA
TEST_1458,57,STES,HNSC,0.22222222,False,,STES
TEST_1459,64,STES,LUSC,0.21212122,False,,STES
TEST_1460,10,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1461,29,LUAD,PRAD,0.18181819,False,,LUAD
TEST_1462,143,SKCM,UCEC,0.19,False,,SKCM
TEST_1463,58,LUSC,COAD,0.16129032,False,,LUSC
TEST_1464,16,BRCA,BRCA,0.4,False,,OV
TEST_1465,3,PCPG,THCA,1.0,False,,PCPG
TEST_1466,12,BRCA,BRCA,0.33333334,False,,BRCA
TEST_1467,8,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1468,17,KIPAN,BRCA,0.4,False,,KIRC
TEST_1469,14,UCEC,UCEC,0.375,False,,UCEC
TEST_1470,50,STES,BLCA,0.1875,False,,STES
TEST_1471,53,STES,COAD,0.18181819,False,,LUAD
TEST_1472,35,LIHC,PAAD,0.25,False,,LIHC
TEST_1473,60,STES,BRCA,0.18181819,False,,LUSC
TEST_1474,46,STES,SKCM,0.2631579,False,,STES
TEST_1475,3,THCA,THCA,1.0,False,,THCA
TEST_1476,9,BRCA,BRCA,0.5,False,,SARC
TEST_1477,51,LIHC,PAAD,0.22222222,False,,LUSC
TEST_1478,58,STES,STES,0.25925925,False,,HNSC
TEST_1479,3,GBMLGG,THCA,1.0,False,,GBMLGG
TEST_1480,34,SKCM,SKCM,0.21212122,False,,SKCM
TEST_1481,53,HNSC,LUSC,0.16216215,False,,BLCA
TEST_1482,55,STES,LUSC,0.17948718,False,,STES
TEST_1483,57,STES,KIPAN,0.2631579,False,,BLCA
TEST_1484,28,KIPAN,CESC,0.21428572,False,,CESC
TEST_1485,9,BRCA,BRCA,1.0,False,,BRCA
TEST_1486,15,OV,LIHC,0.5,False,,OV
TEST_1487,4,THCA,THCA,0.5,False,,THCA
TEST_1488,383,UCEC,UCEC,0.30039525,False,,UCEC
TEST_1489,53,STES,HNSC,0.18181819,False,,STES
TEST_1490,6,LGG,THCA,1.0,True,GBMLGG,LGG
TEST_1491,28,STES,DLBC,0.21428572,False,,STES
TEST_1492,11,PRAD,THCA,1.0,False,,PRAD
TEST_1493,44,STES,BRCA,0.17857143,False,,STES
TEST_1494,34,STES,STES,0.22222222,False,,LUAD
TEST_1495,53,LUAD,LUAD,0.19354838,False,,STES
TEST_1496,6,LAML,BRCA,0.5,False,,LAML
TEST_1497,24,STES,HNSC,0.33333334,False,,STES
TEST_1498,80,STES,COAD,0.1875,False,,STES
TEST_1499,10,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1500,6,BRCA,PRAD,1.0,False,,PRAD
TEST_1501,93,BLCA,BRCA,0.22727273,False,,BLCA
TEST_1502,15,BRCA,THCA,0.25,False,,SARC
TEST_1503,24,LIHC,LAML,0.16666667,False,,LIHC
TEST_1504,4,GBMLGG,GBMLGG,1.0,True,LGG,GBMLGG
TEST_1505,57,STES,COAD,0.20833333,False,,LUSC
TEST_1506,29,COAD,SARC,0.375,False,,PAAD
TEST_1507,8,PCPG,KIRC,0.4,False,,PCPG
TEST_1508,64,STES,COAD,0.16129032,False,,STES
TEST_1509,12,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1510,45,STES,BRCA,0.26086956,False,,STES
TEST_1511,46,STES,BLCA,0.16,False,,STES
TEST_1512,18,GBMLGG,BRCA,0.6666667,False,,GBMLGG
TEST_1513,42,STES,HNSC,0.22222222,False,,STES
TEST_1514,48,STES,HNSC,0.20833333,False,,LUSC
TEST_1515,38,KIPAN,PAAD,0.25,False,,KIPAN
TEST_1516,45,LUSC,GBMLGG,0.21428572,False,,LUSC
TEST_1517,6,BRCA,GBMLGG,1.0,False,,PRAD
TEST_1518,17,KIPAN,PRAD,0.22222222,False,,KIPAN
TEST_1519,731,STES,UCEC,0.4522059,False,,STES
TEST_1520,2,PRAD,KIPAN,0.0,False,,PRAD
TEST_1521,16,KIPAN,PRAD,0.5,False,,CESC
TEST_1522,41,STES,BRCA,0.26666668,False,,STES
TEST_1523,9,BRCA,BRCA,0.75,False,,BRCA
TEST_1524,25,BRCA,HNSC,0.42857143,False,,OV
TEST_1525,781,STES,SKCM,0.52517986,False,,STES
TEST_1526,19,KIPAN,STES,0.6666667,False,,KIPAN
TEST_1527,3,THCA,THCA,1.0,False,,THCA
TEST_1528,21,GBMLGG,GBMLGG,0.5,False,,GBMLGG
TEST_1529,73,LUSC,COAD,0.22580644,False,,LUSC
TEST_1530,17,KIPAN,KIPAN,0.25,False,,KIPAN
TEST_1531,31,BRCA,HNSC,0.2,False,,LUAD
TEST_1532,2,BRCA,KIPAN,0.0,False,,PRAD
TEST_1533,53,STES,BRCA,0.25,False,,STES
TEST_1534,20,BRCA,BRCA,0.4,False,,BRCA
TEST_1535,409,STES,UCEC,0.32958803,False,,STES
TEST_1536,4,THCA,LAML,0.5,False,,PRAD
TEST_1537,54,COAD,COAD,0.23809524,False,,COAD
TEST_1538,30,DLBC,LUAD,0.22222222,False,,DLBC
TEST_1539,18,KIRC,PCPG,0.5,False,,KIRC
TEST_1540,47,STES,STES,0.18181819,False,,STES
TEST_1541,215,STES,COAD,0.25925925,False,,STES
TEST_1542,0,THYM,KIPAN,0.0,False,,THYM
TEST_1543,502,UCEC,UCEC,0.4159292,False,,UCEC
TEST_1544,80,LUSC,SKCM,0.1744186,False,,LUSC
TEST_1545,20,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1546,40,LIHC,BRCA,0.16666667,False,,LIHC
TEST_1547,39,STES,KIPAN,0.23529412,False,,STES
TEST_1548,67,STES,HNSC,0.15789473,False,,STES
TEST_1549,12,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1550,52,CESC,LIHC,0.2,False,,CESC
TEST_1551,40,COAD,OV,0.20833333,False,,COAD
TEST_1552,21,GBMLGG,BRCA,0.22222222,False,,GBMLGG
TEST_1553,48,STES,COAD,0.22727273,False,,STES
TEST_1554,10,BRCA,CESC,0.5,False,,SARC
TEST_1555,2,BRCA,THYM,1.0,False,,THYM
TEST_1556,1744,UCEC,PAAD,0.80136985,False,,UCEC
TEST_1557,28,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1558,5,THCA,THCA,1.0,False,,THCA
TEST_1559,484,UCEC,UCEC,0.34444445,False,,UCEC
TEST_1560,1,BRCA,BRCA,1.0,False,,PRAD
TEST_1561,5,PRAD,BRCA,0.5,False,,PRAD
TEST_1562,16,TGCT,COAD,0.2,False,,TGCT
TEST_1563,83,STES,LIHC,0.18421052,False,,STES
TEST_1564,68,LUAD,GBMLGG,0.1904762,False,,LUAD
TEST_1565,9,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1566,5,THCA,THCA,1.0,False,,THCA
TEST_1567,2,PCPG,KIPAN,0.0,True,LGG,PCPG
TEST_1568,13,TGCT,BRCA,0.33333334,False,,TGCT
TEST_1569,50,SKCM,STES,0.22222222,False,,BLCA
TEST_1570,30,STES,BRCA,0.33333334,False,,STES
TEST_1571,2,LAML,KIPAN,0.0,False,,LAML
TEST_1572,6,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1573,73,STES,KIPAN,0.17857143,False,,STES
TEST_1574,9,PRAD,KIPAN,0.0,False,,PRAD
TEST_1575,11,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1576,952,ACC,PAAD,0.5451389,False,,ACC
TEST_1577,32,BRCA,CESC,0.2,False,,BRCA
TEST_1578,20,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1579,8,PRAD,KIPAN,0.0,False,,PRAD
TEST_1580,12,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1581,14,KIPAN,PRAD,0.33333334,False,,KIPAN
TEST_1582,39,KIPAN,KIPAN,0.1875,False,,KIPAN
TEST_1583,60,STES,COAD,0.17857143,False,,LUSC
TEST_1584,4,BRCA,BRCA,0.5,False,,BRCA
TEST_1585,3,PCPG,PCPG,0.5,False,,PRAD
TEST_1586,27,OV,SARC,0.27272728,False,,PAAD
TEST_1587,17,BRCA,UCEC,0.6666667,False,,BRCA
TEST_1588,10,KIPAN,OV,0.4,False,,SARC
TEST_1589,52,LIHC,BRCA,0.2857143,False,,LIHC
TEST_1590,128,LUAD,LUAD,0.26027396,False,,LUAD
TEST_1591,61,BRCA,BRCA,0.17391305,False,,STES
TEST_1592,7,LAML,KIPAN,0.0,False,,LAML
TEST_1593,47,COAD,BLCA,0.1875,False,,COAD
TEST_1594,20,ACC,KIPAN,0.22222222,False,,ACC
TEST_1595,8,BRCA,GBMLGG,0.5,False,,SARC
TEST_1596,39,STES,COAD,0.2631579,False,,STES
TEST_1597,94,BRCA,LUAD,0.19298245,False,,BRCA
TEST_1598,384,SKCM,SKCM,0.39338234,False,,SKCM
TEST_1599,12,UCEC,BRCA,0.36363637,False,,UCEC
TEST_1600,5,OV,BRCA,0.5,False,,OV
TEST_1601,43,COAD,COAD,0.21052632,False,,HNSC
TEST_1602,39,BRCA,HNSC,0.21428572,False,,BRCA
TEST_1603,38,STES,GBMLGG,0.16666667,False,,STES
TEST_1604,36,KIPAN,OV,0.1764706,False,,KIPAN
TEST_1605,38,STES,PAAD,0.21052632,False,,STES
TEST_1606,60,HNSC,COAD,0.21428572,False,,HNSC
TEST_1607,58,HNSC,LUSC,0.2,False,,HNSC
TEST_1608,27,STES,KIRC,0.26666668,False,,KIPAN
TEST_1609,8,PRAD,KIPAN,0.0,False,,PRAD
TEST_1610,19,KIPAN,STES,0.3,False,,KIPAN
TEST_1611,52,LUAD,STES,0.23809524,False,,LUAD
TEST_1612,58,STES,BLCA,0.175,False,,STES
TEST_1613,9,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1614,5,BRCA,BRCA,0.6666667,False,,BRCA
TEST_1615,40,STES,STES,0.22222222,False,,LUSC
TEST_1616,13,SARC,PCPG,0.5,False,,SARC
TEST_1617,30,LUAD,SKCM,0.25,False,,LUAD
TEST_1618,14,UCEC,UCEC,0.42857143,False,,UCEC
TEST_1619,503,STES,UCEC,0.35826772,False,,STES
TEST_1620,48,HNSC,STES,0.18518518,False,,HNSC
TEST_1621,32,STES,COAD,0.23809524,False,,STES
TEST_1622,2,PCPG,KIPAN,0.0,False,,PRAD
TEST_1623,43,STES,HNSC,0.2631579,False,,LUSC
TEST_1624,1595,DLBC,PAAD,0.73103446,False,,DLBC
TEST_1625,9,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1626,6,PCPG,ACC,0.33333334,False,,PCPG
TEST_1627,70,STES,LUSC,0.2,False,,STES
TEST_1628,5,OV,BRCA,1.0,False,,PRAD
TEST_1629,65,STES,STES,0.2,False,,LUSC
TEST_1630,3,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1631,16,UCEC,UCEC,0.4,False,,UCEC
TEST_1632,19,GBMLGG,PRAD,0.33333334,False,,GBMLGG
TEST_1633,46,STES,GBMLGG,0.25,False,,LUSC
TEST_1634,2,BRCA,KIPAN,0.0,False,,PRAD
TEST_1635,11,OV,BRCA,1.0,False,,OV
TEST_1636,1015,ACC,SKCM,0.5595668,False,,ACC
TEST_1637,17,KIPAN,KIPAN,0.25,False,,KIPAN
TEST_1638,20,BRCA,OV,0.6666667,False,,OV
TEST_1639,2,THYM,KIPAN,0.5,False,,PRAD
TEST_1640,8,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1641,12,BRCA,GBMLGG,0.42857143,False,,OV
TEST_1642,38,STES,COAD,0.27272728,False,,STES
TEST_1643,968,ACC,SKCM,0.5483871,False,,ACC
TEST_1644,53,HNSC,LUSC,0.22222222,False,,HNSC
TEST_1645,39,STES,OV,0.21428572,False,,STES
TEST_1646,8,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1647,51,STES,COAD,0.20833333,False,,STES
TEST_1648,6,OV,HNSC,0.6666667,False,,PAAD
TEST_1649,143,DLBC,STES,0.17391305,False,,DLBC
TEST_1650,56,STES,COAD,0.22727273,False,,STES
TEST_1651,224,LUAD,STES,0.273743,False,,LUAD
TEST_1652,65,LUSC,COAD,0.21621622,False,,LUSC
TEST_1653,20,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1654,74,STES,BRCA,0.1875,False,,STES
TEST_1655,42,LIHC,COAD,0.1764706,False,,KIPAN
TEST_1656,3,BRCA,KIPAN,0.0,False,,PRAD
TEST_1657,9,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1658,7,TGCT,STES,0.33333334,False,,SARC
TEST_1659,31,COAD,OV,0.25,False,,COAD
TEST_1660,883,UCEC,UCEC,0.5622318,False,,UCEC
TEST_1661,31,BRCA,PAAD,0.33333334,False,,BRCA
TEST_1662,10,BRCA,SARC,0.5,False,,SARC
TEST_1663,14,GBMLGG,LIHC,0.4,False,,GBMLGG
TEST_1664,290,SKCM,SKCM,0.30827066,False,,SKCM
TEST_1665,17,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1666,14,BRCA,UCEC,0.33333334,False,,BRCA
TEST_1667,30,LUAD,SARC,0.21428572,False,,LUAD
TEST_1668,69,CESC,HNSC,0.175,False,,BLCA
TEST_1669,555,COAD,PAAD,0.4125874,False,,COAD
TEST_1670,33,COAD,COAD,0.1904762,False,,COAD
TEST_1671,17,BRCA,KIPAN,0.0,False,,BRCA
TEST_1672,62,COAD,LUSC,0.2,False,,COAD
TEST_1673,58,STES,SARC,0.2857143,False,,STES
TEST_1674,46,STES,COAD,0.23529412,False,,LUSC
TEST_1675,9,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1676,92,STES,STES,0.18292683,False,,STES
TEST_1677,11,BRCA,PRAD,1.0,False,,PRAD
TEST_1678,67,LUAD,LUAD,0.14893617,False,,LUAD
TEST_1679,23,KIPAN,KIPAN,0.0,False,,KIPAN
TEST_1680,28,BRCA,KIRC,0.1875,False,,BRCA
TEST_1681,13,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1682,61,LIHC,UCEC,0.18181819,False,,LUSC
TEST_1683,37,STES,OV,0.22222222,False,,STES
TEST_1684,11,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1685,30,CESC,BRCA,0.33333334,False,,CESC
TEST_1686,10,SARC,LGG,0.33333334,False,,SARC
TEST_1687,47,LUSC,HNSC,0.2,False,,LUSC
TEST_1688,60,COAD,BLCA,0.15384616,False,,UCEC
TEST_1689,64,STES,BLCA,0.1891892,False,,STES
TEST_1690,1,LAML,KIPAN,0.0,False,,THYM
TEST_1691,58,LIHC,COAD,0.18518518,False,,LUSC
TEST_1692,12,THCA,THCA,1.0,False,,THCA
TEST_1693,6,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1694,30,KIPAN,COAD,0.23076923,False,,KIPAN
TEST_1695,10,BRCA,BRCA,0.42857143,False,,BRCA
TEST_1696,5,BRCA,TGCT,0.5,False,,PCPG
TEST_1697,9,PRAD,STES,1.0,False,,PRAD
TEST_1698,17,BRCA,STES,0.375,False,,OV
TEST_1699,17,BRCA,PRAD,0.22222222,False,,KIPAN
TEST_1700,10,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1701,3,THCA,PRAD,1.0,False,,PRAD
TEST_1702,10,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1703,78,STES,STES,0.20833333,False,,STES
TEST_1704,16,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1705,74,STES,HNSC,0.20588236,False,,STES
TEST_1706,19,BRCA,PRAD,0.25,False,,BRCA
TEST_1707,25,STES,LIHC,0.2857143,False,,CESC
TEST_1708,12,PRAD,THCA,0.33333334,False,,PRAD
TEST_1709,4,BRCA,STES,0.5,False,,BRCA
TEST_1710,44,KIPAN,GBMLGG,0.21428572,False,,KIPAN
TEST_1711,27,HNSC,HNSC,0.36363637,False,,LUSC
TEST_1712,13,OV,KIPAN,0.4,False,,OV
TEST_1713,32,ACC,LUAD,0.27272728,False,,ACC
TEST_1714,53,STES,STES,0.16216215,False,,STES
TEST_1715,7,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1716,44,STES,HNSC,0.2173913,False,,HNSC
TEST_1717,29,STES,STES,0.22222222,False,,STES
TEST_1718,42,STES,STES,0.22580644,False,,STES
TEST_1719,35,KIPAN,ACC,0.1764706,False,,KIPAN
TEST_1720,29,COAD,LUSC,0.2,False,,STES
TEST_1721,108,LUAD,STES,0.19444445,False,,LUAD
TEST_1722,30,ACC,KIPAN,0.21428572,False,,ACC
TEST_1723,31,STES,BLCA,0.25,False,,STES
TEST_1724,37,STES,ACC,0.21428572,False,,HNSC
TEST_1725,61,STES,OV,0.2777778,False,,STES
TEST_1726,30,BRCA,BRCA,0.23076923,False,,LUAD
TEST_1727,35,KIPAN,KIPAN,0.2,False,,KIPAN
TEST_1728,3,THCA,THCA,0.5,False,,THCA
TEST_1729,6,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1730,69,LUSC,LUAD,0.21428572,False,,LUSC
TEST_1731,18,KIPAN,TGCT,0.33333334,False,,SARC
TEST_1732,18,OV,PAAD,0.3,False,,OV
TEST_1733,4,BRCA,BRCA,0.6666667,False,,BRCA
TEST_1734,28,UCEC,OV,0.27272728,False,,UCEC
TEST_1735,18,OV,OV,0.33333334,False,,OV
TEST_1736,4,PRAD,CESC,0.5,False,,PRAD
TEST_1737,43,STES,LUSC,0.22580644,False,,STES
TEST_1738,40,CESC,LUSC,0.23529412,False,,CESC
TEST_1739,42,COAD,COAD,0.21052632,False,,COAD
TEST_1740,11,BRCA,BRCA,0.5,False,,BRCA
TEST_1741,6,LAML,LAML,1.0,False,,LAML
TEST_1742,77,STES,LUSC,0.1724138,False,,STES
TEST_1743,168,STES,UCEC,0.19626169,False,,STES
TEST_1744,16,BRCA,BRCA,0.5,False,,OV
TEST_1745,9,BRCA,BRCA,0.4,False,,PRAD
TEST_1746,28,COAD,DLBC,0.22222222,False,,COAD
TEST_1747,8,GBMLGG,LGG,0.42857143,False,,SARC
TEST_1748,10,THCA,SKCM,0.4,False,,THCA
TEST_1749,23,LUAD,LUAD,0.23076923,False,,LUAD
TEST_1750,17,TGCT,GBMLGG,0.4,False,,TGCT
TEST_1751,546,COAD,SKCM,0.44604316,False,,COAD
TEST_1752,43,STES,COAD,0.1764706,False,,STES
TEST_1753,10,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1754,8,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1755,4,PRAD,BRCA,0.5,False,,PRAD
TEST_1756,2,PRAD,LAML,1.0,False,,PRAD
TEST_1757,18,GBMLGG,PAAD,0.3,False,,GBMLGG
TEST_1758,7,THCA,SKCM,0.6666667,False,,THCA
TEST_1759,17,TGCT,KIPAN,0.25,False,,KIPAN
TEST_1760,6,OV,OV,0.6666667,False,,OV
TEST_1761,1,KIPAN,KIPAN,1.0,True,TIE,KIPAN
TEST_1762,47,STES,BRCA,0.1724138,False,,LUSC
TEST_1763,8,OV,OV,0.6666667,False,,SARC
TEST_1764,51,LUAD,KIPAN,0.16129032,False,,LUAD
TEST_1765,16,UCEC,PRAD,0.33333334,False,,UCEC
TEST_1766,54,LUAD,KIPAN,0.1904762,False,,LUAD
TEST_1767,11,UCEC,PRAD,0.6666667,False,,UCEC
TEST_1768,12,BRCA,UCEC,0.5,False,,BRCA
TEST_1769,14,BRCA,UCEC,0.5,False,,SARC
TEST_1770,0,THYM,KIPAN,0.0,False,,THYM
TEST_1771,888,ACC,SKCM,0.49458483,False,,ACC
TEST_1772,32,STES,LUAD,0.23529412,False,,STES
TEST_1773,371,STES,UCEC,0.31178707,False,,STES
TEST_1774,23,COAD,GBMLGG,0.2,False,,LUAD
TEST_1775,12,OV,BRCA,0.6666667,False,,OV
TEST_1776,45,STES,LIHC,0.1875,False,,STES
TEST_1777,15,BRCA,KIPAN,0.2857143,False,,PAAD
